timestamp,time_of_day,day_of_week,app_sequence,social_screen_time_mins,daily_spend_ratio,erratic_usage_score,is_impulse_buy
2026-01-19 04:20:06,Late Night,Monday,Telegram->Zomato,59,0.834,5.821,1
2026-01-19 04:22:00,Late Night,Monday,Instagram->Amazon,56,0.727,2.112,1
2026-01-19 05:09:06,Morning,Monday,Chrome->Instagram,19,1.472,5.261,0
2026-01-19 05:33:20,Morning,Monday,Instagram->Instagram,34,0.813,5.281,0
2026-01-19 05:53:47,Morning,Monday,Telegram->Amazon,9,0.556,7.792,0
2026-01-19 06:11:51,Morning,Monday,YouTube->Instagram,28,1.5,9.023,0
2026-01-19 06:16:56,Morning,Monday,Instagram->Amazon,38,1.29,3.371,0
2026-01-19 06:26:06,Morning,Monday,Instagram->Amazon,27,1.037,6.396,0
2026-01-19 06:46:46,Morning,Monday,Instagram->Instagram,14,0.765,2.969,0
2026-01-19 06:57:22,Morning,Monday,Chrome->YouTube,46,1.038,4.467,0
2026-01-19 06:58:09,Morning,Monday,YouTube->Instagram,42,1.719,3.97,0
2026-01-19 07:01:20,Morning,Monday,Instagram->YouTube,13,0.586,3.201,0
2026-01-19 07:04:24,Morning,Monday,WhatsApp->YouTube,9,0.598,4.833,0
2026-01-19 07:07:15,Morning,Monday,Spotify->WhatsApp,15,0.853,2.778,0
2026-01-19 07:08:41,Morning,Monday,Chrome->YouTube,39,1.072,4.856,0
2026-01-19 07:08:45,Morning,Monday,Instagram->Spotify,34,0.897,8.257,1
2026-01-19 07:54:08,Morning,Monday,Chrome->YouTube,43,1.383,5.227,0
2026-01-19 08:00:33,Morning,Monday,Telegram->WhatsApp,25,1.638,5.385,0
2026-01-19 08:35:33,Morning,Monday,Instagram->Instagram,15,1.204,2.432,0
2026-01-19 08:36:23,Morning,Monday,Instagram->Spotify,45,1.34,4.392,0
2026-01-19 08:53:41,Morning,Monday,WhatsApp->YouTube,21,1.201,3.613,0
2026-01-19 10:24:10,Morning,Monday,Instagram->YouTube,33,1.087,7.98,0
2026-01-19 10:30:26,Morning,Monday,WhatsApp->Instagram,5,0.663,7.294,0
2026-01-19 10:36:04,Morning,Monday,Instagram->YouTube,21,0.733,3.104,0
2026-01-19 10:59:55,Morning,Monday,YouTube->WhatsApp,46,0.648,4.182,0
2026-01-19 11:05:41,Morning,Monday,Telegram->YouTube,19,1.024,4.195,0
2026-01-19 11:42:30,Morning,Monday,Chrome->WhatsApp,43,1.183,2.274,0
2026-01-19 11:45:22,Morning,Monday,WhatsApp->Instagram,0,0.625,4.495,0
2026-01-19 11:46:39,Morning,Monday,Chrome->Spotify,21,1.114,6.999,0
2026-01-19 12:00:02,Afternoon,Monday,Spotify->YouTube,37,0.777,5.016,0
2026-01-19 12:48:35,Afternoon,Monday,Instagram->Instagram,68,0.722,7.359,0
2026-01-19 12:51:49,Afternoon,Monday,Instagram->Instagram,21,0.854,5.408,1
2026-01-19 12:55:49,Afternoon,Monday,WhatsApp->Amazon,51,0.708,4.998,0
2026-01-19 13:00:16,Afternoon,Monday,YouTube->Instagram,57,1.364,1.652,0
2026-01-19 13:09:56,Afternoon,Monday,YouTube->WhatsApp,28,1.016,2.417,0
2026-01-19 13:55:49,Afternoon,Monday,Spotify->Instagram,34,1.477,3.548,0
2026-01-19 14:37:06,Afternoon,Monday,WhatsApp->YouTube,42,0.915,3.458,0
2026-01-19 15:35:29,Afternoon,Monday,WhatsApp->WhatsApp,16,0.929,8.119,0
2026-01-19 15:46:56,Afternoon,Monday,Chrome->Spotify,33,2.208,5.566,1
2026-01-19 16:05:35,Afternoon,Monday,YouTube->Amazon,60,0.585,3.094,0
2026-01-19 16:27:15,Afternoon,Monday,Instagram->Myntra,48,1.765,6.652,0
2026-01-19 18:49:58,Evening,Monday,Chrome->Amazon,47,2.031,6.64,1
2026-01-19 20:58:15,Evening,Monday,Telegram->Zomato,52,1.449,2.433,1
2026-01-19 21:36:54,Evening,Monday,Telegram->Amazon,59,0.955,4.741,0
2026-01-19 21:38:42,Evening,Monday,YouTube->Myntra,62,1.863,7.982,0
2026-01-19 21:46:55,Evening,Monday,Chrome->YouTube,41,0.959,2.237,0
2026-01-19 22:12:42,Late Night,Monday,WhatsApp->Myntra,87,0.911,5.625,1
2026-01-19 22:15:26,Late Night,Monday,Spotify->YouTube,83,1.028,8.961,0
2026-01-19 22:25:39,Late Night,Monday,WhatsApp->YouTube,73,0.959,6.549,0
2026-01-19 22:37:42,Late Night,Monday,YouTube->YouTube,49,0.832,4.812,0
2026-01-19 23:08:31,Late Night,Monday,Telegram->Zomato,46,1.817,4.459,1
2026-01-19 23:37:24,Late Night,Monday,Telegram->Instagram,57,0.888,8.975,0
2026-01-19 23:38:59,Late Night,Monday,WhatsApp->Spotify,63,1.178,2.525,0
2026-01-19 23:41:17,Late Night,Monday,Chrome->Spotify,34,0.688,7.498,0
2026-01-20 01:08:05,Late Night,Tuesday,YouTube->Myntra,70,1.206,5.695,1
2026-01-20 01:27:50,Late Night,Tuesday,Spotify->Amazon,83,0.768,6.726,1
2026-01-20 01:52:29,Late Night,Tuesday,Chrome->Zomato,71,0.761,6.354,1
2026-01-20 02:01:53,Late Night,Tuesday,Telegram->Instagram,51,1.143,4.59,0
2026-01-20 02:08:51,Late Night,Tuesday,Telegram->Zomato,49,1.781,8.228,1
2026-01-20 02:19:17,Late Night,Tuesday,Chrome->Amazon,67,1.409,3.925,0
2026-01-20 02:29:26,Late Night,Tuesday,YouTube->YouTube,60,1.446,4.364,0
2026-01-20 02:52:01,Late Night,Tuesday,Instagram->Myntra,69,1.134,5.28,0
2026-01-20 03:06:40,Late Night,Tuesday,WhatsApp->Instagram,72,1.049,7.341,0
2026-01-20 03:08:36,Late Night,Tuesday,WhatsApp->Zomato,79,1.61,6.326,1
2026-01-20 04:07:35,Late Night,Tuesday,Telegram->Zomato,44,0.962,7.48,1
2026-01-20 04:16:01,Late Night,Tuesday,Telegram->Amazon,66,1.636,5.856,1
2026-01-20 04:40:01,Late Night,Tuesday,Telegram->Myntra,56,1.906,4.529,1
2026-01-20 05:02:38,Morning,Tuesday,WhatsApp->YouTube,28,0.787,4.178,0
2026-01-20 06:26:04,Morning,Tuesday,WhatsApp->YouTube,44,0.832,1.121,0
2026-01-20 06:53:38,Morning,Tuesday,Chrome->YouTube,46,0.88,7.613,0
2026-01-20 07:19:56,Morning,Tuesday,YouTube->Instagram,52,0.62,2.827,0
2026-01-20 07:38:34,Morning,Tuesday,Instagram->Zomato,37,0.906,6.475,0
2026-01-20 08:00:06,Morning,Tuesday,Instagram->Myntra,28,1.776,3.152,0
2026-01-20 08:14:09,Morning,Tuesday,WhatsApp->YouTube,26,0.728,1.46,0
2026-01-20 08:24:48,Morning,Tuesday,YouTube->Instagram,2,1.792,7.5,0
2026-01-20 08:36:56,Morning,Tuesday,WhatsApp->Instagram,51,0.919,6.327,0
2026-01-20 08:47:40,Morning,Tuesday,YouTube->YouTube,25,2.419,3.411,0
2026-01-20 08:53:22,Morning,Tuesday,Chrome->YouTube,38,0.836,4.818,0
2026-01-20 09:41:59,Morning,Tuesday,Instagram->WhatsApp,41,1.026,7.97,0
2026-01-20 09:50:13,Morning,Tuesday,Spotify->Zomato,10,0.767,1.973,0
2026-01-20 09:55:57,Morning,Tuesday,YouTube->WhatsApp,15,0.834,6.158,0
2026-01-20 09:56:43,Morning,Tuesday,Telegram->Spotify,55,1.801,2.041,0
2026-01-20 10:02:11,Morning,Tuesday,YouTube->YouTube,35,1.297,0.994,0
2026-01-20 10:21:48,Morning,Tuesday,Chrome->Spotify,21,1.602,3.009,0
2026-01-20 12:00:09,Afternoon,Tuesday,Spotify->Spotify,38,0.657,2.719,0
2026-01-20 12:50:58,Afternoon,Tuesday,WhatsApp->Myntra,57,1.389,7.171,1
2026-01-20 12:54:19,Afternoon,Tuesday,Spotify->Spotify,55,0.749,3.5,0
2026-01-20 13:34:19,Afternoon,Tuesday,WhatsApp->Zomato,17,0.652,3.124,0
2026-01-20 13:36:53,Afternoon,Tuesday,YouTube->YouTube,66,1.186,4.755,0
2026-01-20 13:54:50,Afternoon,Tuesday,Instagram->Zomato,55,1.182,7.651,0
2026-01-20 14:13:22,Afternoon,Tuesday,Instagram->Instagram,38,1.105,6.59,0
2026-01-20 16:06:24,Afternoon,Tuesday,Telegram->YouTube,21,1.423,1.815,0
2026-01-20 16:40:19,Afternoon,Tuesday,Spotify->Instagram,57,1.51,5.279,0
2026-01-20 17:14:07,Evening,Tuesday,Chrome->YouTube,58,1.894,3.599,0
2026-01-20 17:24:43,Evening,Tuesday,WhatsApp->Instagram,27,0.689,2.194,0
2026-01-20 17:42:09,Evening,Tuesday,WhatsApp->Spotify,46,1.917,2.244,0
2026-01-20 17:55:24,Evening,Tuesday,WhatsApp->Spotify,100,2.215,7.734,0
2026-01-20 18:06:32,Evening,Tuesday,Spotify->Amazon,50,0.943,4.95,0
2026-01-20 18:10:39,Evening,Tuesday,Spotify->Instagram,38,0.575,4.723,0
2026-01-20 18:29:40,Evening,Tuesday,YouTube->Instagram,34,0.64,4.312,0
2026-01-20 19:08:58,Evening,Tuesday,Instagram->YouTube,78,0.909,7.712,0
2026-01-20 19:13:49,Evening,Tuesday,Instagram->Instagram,64,2.329,8.071,0
2026-01-20 19:16:41,Evening,Tuesday,Instagram->Instagram,73,1.09,3.795,0
2026-01-20 19:49:18,Evening,Tuesday,WhatsApp->Spotify,54,0.857,2.495,0
2026-01-20 21:07:32,Evening,Tuesday,Chrome->Myntra,70,0.835,1.58,0
2026-01-20 21:19:49,Evening,Tuesday,Spotify->Amazon,36,0.655,5.654,1
2026-01-20 22:46:31,Late Night,Tuesday,Telegram->Amazon,65,1.661,4.172,1
2026-01-20 23:11:02,Late Night,Tuesday,Spotify->Myntra,67,1.151,4.866,1
2026-01-20 23:12:58,Late Night,Tuesday,Instagram->Zomato,84,2.647,3.182,1
2026-01-20 23:28:51,Late Night,Tuesday,WhatsApp->Zomato,67,1.513,4.808,1
2026-01-21 00:35:50,Late Night,Wednesday,Telegram->Zomato,52,1.633,3.642,0
2026-01-21 00:54:00,Late Night,Wednesday,YouTube->Instagram,63,1.087,3.428,0
2026-01-21 01:00:32,Late Night,Wednesday,Chrome->Instagram,35,0.787,2.677,0
2026-01-21 01:17:50,Late Night,Wednesday,Telegram->Myntra,25,0.855,4.034,0
2026-01-21 02:39:03,Late Night,Wednesday,WhatsApp->Amazon,75,0.708,2.568,1
2026-01-21 03:36:32,Late Night,Wednesday,Spotify->Instagram,56,1.684,3.142,0
2026-01-21 03:46:57,Late Night,Wednesday,YouTube->Zomato,58,1.029,1.674,1
2026-01-21 04:02:31,Late Night,Wednesday,Spotify->Zomato,75,1.711,9.857,1
2026-01-21 04:20:28,Late Night,Wednesday,Chrome->Myntra,84,1.255,7.293,0
2026-01-21 04:34:00,Late Night,Wednesday,Telegram->Myntra,71,1.066,1.502,1
2026-01-21 04:39:56,Late Night,Wednesday,YouTube->Zomato,93,0.764,8.092,0
2026-01-21 04:55:30,Late Night,Wednesday,Spotify->Myntra,70,1.336,9.339,1
2026-01-21 05:43:52,Morning,Wednesday,Instagram->YouTube,35,0.997,3.653,0
2026-01-21 05:44:27,Morning,Wednesday,Instagram->WhatsApp,34,1.526,4.002,0
2026-01-21 06:05:22,Morning,Wednesday,Telegram->Spotify,9,0.825,8.797,0
2026-01-21 06:20:22,Morning,Wednesday,WhatsApp->Instagram,45,1.369,4.723,0
2026-01-21 07:30:00,Morning,Wednesday,YouTube->WhatsApp,0,2.021,6.585,1
2026-01-21 07:47:59,Morning,Wednesday,Chrome->WhatsApp,21,1.202,1.356,0
2026-01-21 08:07:49,Morning,Wednesday,WhatsApp->Zomato,30,1.46,0.716,0
2026-01-21 08:16:08,Morning,Wednesday,Spotify->YouTube,17,1.346,4.136,0
2026-01-21 08:16:15,Morning,Wednesday,YouTube->Spotify,23,2.228,4.545,0
2026-01-21 08:29:53,Morning,Wednesday,Chrome->Instagram,59,1.248,6.184,0
2026-01-21 08:56:30,Morning,Wednesday,WhatsApp->YouTube,48,1.413,1.898,0
2026-01-21 09:03:14,Morning,Wednesday,Instagram->Instagram,19,1.068,6.022,0
2026-01-21 09:10:13,Morning,Wednesday,Telegram->YouTube,22,0.807,5.824,0
2026-01-21 09:20:00,Morning,Wednesday,YouTube->WhatsApp,10,0.684,7.361,0
2026-01-21 09:39:50,Morning,Wednesday,Instagram->Spotify,41,1.753,7.064,0
2026-01-21 10:10:11,Morning,Wednesday,Instagram->YouTube,26,0.738,4.341,0
2026-01-21 10:14:57,Morning,Wednesday,Chrome->Instagram,0,1.438,5.672,0
2026-01-21 10:29:55,Morning,Wednesday,Chrome->YouTube,32,1.269,4.436,0
2026-01-21 10:45:19,Morning,Wednesday,Chrome->WhatsApp,37,1.535,4.375,0
2026-01-21 11:27:29,Morning,Wednesday,WhatsApp->YouTube,45,0.891,3.06,0
2026-01-21 11:27:46,Morning,Wednesday,Instagram->YouTube,29,0.802,6.455,1
2026-01-21 11:37:55,Morning,Wednesday,Telegram->WhatsApp,24,1.251,8.977,1
2026-01-21 12:23:05,Afternoon,Wednesday,WhatsApp->WhatsApp,72,0.969,1.279,0
2026-01-21 12:46:31,Afternoon,Wednesday,Instagram->YouTube,40,0.679,6.096,0
2026-01-21 13:07:34,Afternoon,Wednesday,WhatsApp->Instagram,52,2.263,5.739,0
2026-01-21 14:33:38,Afternoon,Wednesday,YouTube->Instagram,31,0.802,6.046,1
2026-01-21 14:58:01,Afternoon,Wednesday,Chrome->Myntra,51,0.743,2.384,0
2026-01-21 15:02:38,Afternoon,Wednesday,WhatsApp->YouTube,17,0.988,1.223,0
2026-01-21 15:12:30,Afternoon,Wednesday,Instagram->Zomato,33,1.744,3.435,0
2026-01-21 16:46:11,Afternoon,Wednesday,WhatsApp->Instagram,21,0.5,3.335,0
2026-01-21 17:31:17,Evening,Wednesday,Chrome->Spotify,40,1.69,6.895,0
2026-01-21 17:39:26,Evening,Wednesday,YouTube->Zomato,70,0.766,5.695,0
2026-01-21 17:39:59,Evening,Wednesday,YouTube->YouTube,40,1.198,4.479,0
2026-01-21 18:03:05,Evening,Wednesday,Chrome->Myntra,61,0.838,4.316,0
2026-01-21 18:08:33,Evening,Wednesday,Instagram->Myntra,74,2.309,7.752,0
2026-01-21 18:59:43,Evening,Wednesday,WhatsApp->Zomato,50,1.136,4.102,0
2026-01-21 19:18:35,Evening,Wednesday,Chrome->Instagram,66,0.828,6.294,0
2026-01-21 19:18:44,Evening,Wednesday,Telegram->Instagram,58,0.966,8.481,0
2026-01-21 19:22:39,Evening,Wednesday,Telegram->YouTube,52,1.121,5.885,0
2026-01-21 19:46:55,Evening,Wednesday,Spotify->YouTube,62,1.159,4.866,0
2026-01-21 20:52:37,Evening,Wednesday,Telegram->Spotify,79,1.28,1.282,0
2026-01-21 21:13:25,Evening,Wednesday,Telegram->YouTube,40,1.083,2.139,0
2026-01-21 21:32:49,Evening,Wednesday,WhatsApp->Instagram,35,0.642,3.155,0
2026-01-21 21:38:53,Evening,Wednesday,YouTube->Instagram,34,0.952,7.943,0
2026-01-21 22:12:28,Late Night,Wednesday,YouTube->YouTube,78,1.501,8.65,0
2026-01-21 22:26:21,Late Night,Wednesday,WhatsApp->Instagram,80,0.924,6.005,0
2026-01-21 23:31:01,Late Night,Wednesday,Instagram->Zomato,53,1.539,2.99,1
2026-01-21 23:46:22,Late Night,Wednesday,Spotify->Instagram,28,1.206,6.137,0
2026-01-21 23:48:43,Late Night,Wednesday,WhatsApp->YouTube,51,1.097,6.619,0
2026-01-21 23:59:55,Late Night,Wednesday,Chrome->Myntra,71,1.876,4.446,0
2026-01-22 03:10:40,Late Night,Thursday,Chrome->Myntra,61,0.616,8.684,1
2026-01-22 03:19:42,Late Night,Thursday,Chrome->Myntra,65,0.922,8.86,1
2026-01-22 03:26:31,Late Night,Thursday,Chrome->Zomato,54,1.903,4.658,0
2026-01-22 03:28:31,Late Night,Thursday,Telegram->Zomato,78,2.389,6.466,1
2026-01-22 03:45:06,Late Night,Thursday,Instagram->Myntra,67,2.841,4.285,1
2026-01-22 04:14:03,Late Night,Thursday,Instagram->Myntra,71,1.215,4.524,1
2026-01-22 04:31:02,Late Night,Thursday,YouTube->Zomato,65,1.418,5.756,1
2026-01-22 04:35:45,Late Night,Thursday,Spotify->Amazon,70,1.626,3.744,1
2026-01-22 05:02:45,Morning,Thursday,Telegram->YouTube,37,1.759,4.569,0
2026-01-22 06:08:42,Morning,Thursday,Telegram->Zomato,15,1.22,6.614,0
2026-01-22 06:35:36,Morning,Thursday,WhatsApp->WhatsApp,36,1.54,1.669,0
2026-01-22 07:26:46,Morning,Thursday,Instagram->YouTube,43,1.29,3.588,0
2026-01-22 07:36:43,Morning,Thursday,Chrome->Instagram,48,1.321,7.554,0
2026-01-22 07:46:38,Morning,Thursday,Chrome->Amazon,37,0.764,1.541,1
2026-01-22 07:55:26,Morning,Thursday,Spotify->WhatsApp,15,0.956,6.005,0
2026-01-22 08:07:24,Morning,Thursday,Spotify->YouTube,17,0.888,4.16,0
2026-01-22 08:32:36,Morning,Thursday,Chrome->YouTube,23,0.69,4.481,0
2026-01-22 08:34:37,Morning,Thursday,WhatsApp->Instagram,33,0.578,5.097,0
2026-01-22 09:12:46,Morning,Thursday,YouTube->WhatsApp,28,0.922,0.549,0
2026-01-22 09:38:46,Morning,Thursday,YouTube->YouTube,12,0.98,4.525,1
2026-01-22 09:42:14,Morning,Thursday,Chrome->Instagram,12,1.127,3.213,0
2026-01-22 09:54:26,Morning,Thursday,WhatsApp->Instagram,0,1.338,6.341,0
2026-01-22 10:06:59,Morning,Thursday,Chrome->WhatsApp,0,1.164,4.882,0
2026-01-22 10:26:44,Morning,Thursday,Instagram->Instagram,28,0.983,3.568,1
2026-01-22 10:33:59,Morning,Thursday,Instagram->Instagram,67,0.765,3.211,0
2026-01-22 10:57:34,Morning,Thursday,Telegram->Instagram,59,1.512,6.377,0
2026-01-22 11:13:40,Morning,Thursday,Telegram->Instagram,14,1.042,9.194,0
2026-01-22 11:41:48,Morning,Thursday,Telegram->YouTube,32,0.919,6.759,0
2026-01-22 12:06:05,Afternoon,Thursday,YouTube->Zomato,17,1.009,6.154,0
2026-01-22 12:21:58,Afternoon,Thursday,Telegram->Spotify,19,0.82,1.165,0
2026-01-22 12:35:57,Afternoon,Thursday,WhatsApp->WhatsApp,21,0.885,5.029,0
2026-01-22 12:38:32,Afternoon,Thursday,WhatsApp->Myntra,36,0.875,6.48,0
2026-01-22 12:39:02,Afternoon,Thursday,WhatsApp->Instagram,37,0.971,2.385,0
2026-01-22 13:03:38,Afternoon,Thursday,Telegram->YouTube,44,1.39,3.348,0
2026-01-22 13:14:06,Afternoon,Thursday,YouTube->Instagram,51,1.265,7.368,0
2026-01-22 13:50:19,Afternoon,Thursday,Instagram->WhatsApp,35,1.95,3.704,0
2026-01-22 13:53:39,Afternoon,Thursday,Telegram->YouTube,41,1.717,7.981,0
2026-01-22 14:48:33,Afternoon,Thursday,Instagram->Instagram,22,2.278,9.196,0
2026-01-22 14:54:52,Afternoon,Thursday,YouTube->Instagram,18,1.34,7.615,0
2026-01-22 16:40:22,Afternoon,Thursday,YouTube->YouTube,16,1.332,1.636,0
2026-01-22 16:49:55,Afternoon,Thursday,WhatsApp->Zomato,50,0.9,8.248,0
2026-01-22 17:12:13,Evening,Thursday,WhatsApp->Instagram,45,1.483,1.593,0
2026-01-22 17:53:26,Evening,Thursday,Telegram->Instagram,20,0.844,4.743,0
2026-01-22 18:34:21,Evening,Thursday,Spotify->Instagram,49,0.62,3.813,0
2026-01-22 18:42:38,Evening,Thursday,Spotify->Instagram,30,1.935,4.795,1
2026-01-22 18:42:43,Evening,Thursday,Instagram->Instagram,77,0.674,6.476,0
2026-01-22 19:07:41,Evening,Thursday,Chrome->Spotify,41,1.28,2.286,0
2026-01-22 19:16:22,Evening,Thursday,YouTube->Instagram,61,0.775,7.368,0
2026-01-22 19:20:14,Evening,Thursday,Spotify->Spotify,67,1.662,3.07,0
2026-01-22 20:05:42,Evening,Thursday,YouTube->Instagram,35,1.751,4.912,0
2026-01-22 20:16:31,Evening,Thursday,WhatsApp->Instagram,51,1.325,1.071,0
2026-01-22 20:18:38,Evening,Thursday,YouTube->Instagram,59,1.74,3.215,0
2026-01-22 20:24:50,Evening,Thursday,WhatsApp->Myntra,52,1.086,2.678,1
2026-01-22 20:40:15,Evening,Thursday,YouTube->Myntra,56,2.532,3.795,0
2026-01-22 21:35:11,Evening,Thursday,Telegram->YouTube,29,1.438,3.289,0
2026-01-22 22:33:25,Late Night,Thursday,Telegram->Amazon,71,0.846,4.211,1
2026-01-22 23:13:01,Late Night,Thursday,Telegram->Zomato,54,1.224,5.285,1
2026-01-22 23:45:38,Late Night,Thursday,Instagram->Amazon,68,1.125,1.772,0
2026-01-23 00:09:22,Late Night,Friday,Chrome->Myntra,77,1.083,6.026,1
2026-01-23 00:17:16,Late Night,Friday,WhatsApp->Zomato,73,0.635,9.444,1
2026-01-23 00:48:34,Late Night,Friday,WhatsApp->Instagram,68,1.38,3.539,0
2026-01-23 00:56:30,Late Night,Friday,Instagram->Zomato,72,0.704,8.061,1
2026-01-23 01:01:59,Late Night,Friday,Telegram->Zomato,73,0.5,5.616,0
2026-01-23 01:35:31,Late Night,Friday,Telegram->Myntra,86,1.046,7.719,1
2026-01-23 01:36:43,Late Night,Friday,Spotify->Myntra,61,0.894,4.182,1
2026-01-23 03:07:13,Late Night,Friday,Instagram->Amazon,65,0.859,5.039,0
2026-01-23 03:38:23,Late Night,Friday,YouTube->Myntra,77,0.5,7.744,1
2026-01-23 03:43:31,Late Night,Friday,WhatsApp->Zomato,54,0.862,5.439,1
2026-01-23 04:18:15,Late Night,Friday,Telegram->Spotify,41,1.116,3.553,1
2026-01-23 04:23:16,Late Night,Friday,Instagram->Amazon,70,0.936,4.215,1
2026-01-23 04:42:41,Late Night,Friday,YouTube->Myntra,59,1.381,6.622,0
2026-01-23 04:46:25,Late Night,Friday,Spotify->Zomato,43,2.023,7.967,0
2026-01-23 04:48:10,Late Night,Friday,Chrome->Amazon,70,1.45,7.32,0
2026-01-23 05:04:43,Morning,Friday,YouTube->Spotify,53,1.6,2.972,0
2026-01-23 06:18:06,Morning,Friday,Telegram->Instagram,4,1.651,6.828,0
2026-01-23 06:36:37,Morning,Friday,Instagram->YouTube,46,0.736,4.372,0
2026-01-23 06:44:10,Morning,Friday,YouTube->Spotify,0,1.28,2.272,0
2026-01-23 06:52:59,Morning,Friday,Telegram->Zomato,24,1.581,7.41,0
2026-01-23 06:58:46,Morning,Friday,YouTube->WhatsApp,59,0.918,3.362,0
2026-01-23 07:16:31,Morning,Friday,Spotify->YouTube,25,0.802,7.66,0
2026-01-23 07:26:49,Morning,Friday,Spotify->YouTube,31,1.325,6.28,0
2026-01-23 07:27:44,Morning,Friday,Telegram->YouTube,42,0.617,7.871,0
2026-01-23 08:16:54,Morning,Friday,Chrome->WhatsApp,3,0.716,6.586,0
2026-01-23 08:38:14,Morning,Friday,Spotify->Instagram,31,0.841,7.458,0
2026-01-23 09:32:42,Morning,Friday,WhatsApp->YouTube,31,1.286,2.263,0
2026-01-23 10:21:06,Morning,Friday,YouTube->Amazon,60,1.177,6.086,1
2026-01-23 10:49:39,Morning,Friday,Spotify->Spotify,10,1.604,7.632,0
2026-01-23 10:51:23,Morning,Friday,YouTube->YouTube,24,0.763,2.031,0
2026-01-23 10:53:53,Morning,Friday,Spotify->Instagram,15,0.748,5.878,0
2026-01-23 10:54:57,Morning,Friday,Chrome->Zomato,13,1.322,2.482,0
2026-01-23 11:07:07,Morning,Friday,Chrome->Instagram,48,0.8,3.189,0
2026-01-23 11:08:34,Morning,Friday,YouTube->Instagram,30,0.861,7.116,0
2026-01-23 11:44:14,Morning,Friday,YouTube->YouTube,21,0.535,6.8,0
2026-01-23 12:22:44,Afternoon,Friday,Instagram->Spotify,32,1.21,5.385,0
2026-01-23 12:33:21,Afternoon,Friday,YouTube->WhatsApp,31,1.946,0.696,0
2026-01-23 14:15:12,Afternoon,Friday,Telegram->WhatsApp,32,0.733,6.856,0
2026-01-23 14:30:41,Afternoon,Friday,YouTube->Spotify,20,1.597,8.932,0
2026-01-23 14:30:55,Afternoon,Friday,YouTube->Amazon,36,1.059,3.206,0
2026-01-23 14:39:23,Afternoon,Friday,Instagram->Zomato,34,0.554,2.326,0
2026-01-23 15:11:25,Afternoon,Friday,Instagram->YouTube,28,0.771,5.664,0
2026-01-23 15:22:27,Afternoon,Friday,YouTube->Myntra,42,0.753,7.256,0
2026-01-23 15:36:56,Afternoon,Friday,Chrome->Spotify,44,0.961,4.408,1
2026-01-23 15:51:05,Afternoon,Friday,Chrome->WhatsApp,31,1.271,6.32,0
2026-01-23 15:54:28,Afternoon,Friday,WhatsApp->Instagram,38,2.187,6.545,0
2026-01-23 16:25:52,Afternoon,Friday,WhatsApp->Instagram,75,0.629,5.329,0
2026-01-23 16:26:45,Afternoon,Friday,Chrome->WhatsApp,74,0.901,8.014,1
2026-01-23 16:32:06,Afternoon,Friday,Chrome->Instagram,23,0.771,6.553,0
2026-01-23 16:32:11,Afternoon,Friday,Telegram->YouTube,25,0.669,2.593,0
2026-01-23 16:47:22,Afternoon,Friday,YouTube->YouTube,23,1.123,6.795,0
2026-01-23 17:15:21,Evening,Friday,Spotify->Instagram,67,1.084,4.804,0
2026-01-23 17:22:06,Evening,Friday,WhatsApp->YouTube,44,0.544,2.215,0
2026-01-23 17:59:46,Evening,Friday,WhatsApp->Spotify,54,1.091,3.744,0
2026-01-23 18:46:57,Evening,Friday,YouTube->Instagram,82,0.685,1.083,0
2026-01-23 18:57:51,Evening,Friday,Spotify->YouTube,50,1.088,5.739,0
2026-01-23 19:40:48,Evening,Friday,Instagram->Instagram,61,1.755,5.641,1
2026-01-23 20:45:27,Evening,Friday,YouTube->Spotify,58,1.292,3.626,0
2026-01-23 20:50:21,Evening,Friday,WhatsApp->Spotify,41,1.159,3.617,0
2026-01-23 20:59:29,Evening,Friday,Instagram->Zomato,67,0.886,2.742,0
2026-01-23 22:44:49,Late Night,Friday,Instagram->Myntra,48,1.222,5.169,1
2026-01-23 22:59:02,Late Night,Friday,Spotify->Amazon,83,1.476,5.291,1
2026-01-23 23:54:42,Late Night,Friday,Chrome->Amazon,53,1.421,3.096,0
2026-01-24 00:29:47,Late Night,Saturday,Instagram->Instagram,54,1.148,6.999,0
2026-01-24 01:25:42,Late Night,Saturday,Spotify->Amazon,45,1.294,2.713,1
2026-01-24 02:03:29,Late Night,Saturday,Telegram->Amazon,47,0.723,5.851,1
2026-01-24 02:25:44,Late Night,Saturday,Instagram->Myntra,55,0.901,4.619,0
2026-01-24 02:30:19,Late Night,Saturday,Instagram->Myntra,23,1.559,10.0,0
2026-01-24 03:29:50,Late Night,Saturday,YouTube->Spotify,58,1.641,5.435,0
2026-01-24 03:30:42,Late Night,Saturday,Chrome->Zomato,54,1.235,1.114,1
2026-01-24 04:00:37,Late Night,Saturday,Spotify->Myntra,75,2.09,5.651,1
2026-01-24 04:37:01,Late Night,Saturday,Spotify->Zomato,69,1.445,3.379,1
2026-01-24 05:11:34,Morning,Saturday,Instagram->Instagram,19,0.991,5.592,0
2026-01-24 05:26:25,Morning,Saturday,Telegram->Spotify,23,0.681,2.513,0
2026-01-24 06:25:33,Morning,Saturday,WhatsApp->Zomato,26,1.871,2.937,0
2026-01-24 06:41:37,Morning,Saturday,Chrome->YouTube,54,1.452,4.854,0
2026-01-24 06:54:20,Morning,Saturday,Instagram->Spotify,17,2.145,7.811,1
2026-01-24 08:52:23,Morning,Saturday,Instagram->Spotify,18,2.468,1.957,0
